description,label,releasetime,title 
德国商业银行分析师表示，英镑/美元只要持稳于1.2760水平上方。,德国,2017-4-26 00:16,德国商业银行：英镑/美元1.2760水平上方看涨
中美元首海湖庄园会晤提出了“百日计划”，令市场对中美“贸易战”的担忧大大缓解。两国经贸合作将走向何处？未来是否乐观？“百日计划”的目标为何？对此，美国驻华大使馆代办阮大为在2017...,美国,2017-4-26 00:06,美国驻华大使馆代办阮大为：“百日计划”将给中美带来双赢
国际现货黄金周二继续下挫，盘中最低下探至1265.18美元/盎司，继续创新低。,黄金,2017-4-26 00:05,法国大选继续推涨 风险资产黄金连续下挫
当地时间4月23日，“中间派”候选人马克龙(Emmanuel Macron)在法国大选第一轮投票中以23.75%的支持率领先，与赢得21.53%选票的极右派“国民阵线”候选人玛琳·...,黄金,2017-4-26 00:04,避险情绪仍在 最大黄金ETF补仓逼近4个月高位
【中加共同启动中加经济财金战略对话】国务院副总理汪洋25日在京与来访的加拿大财政部长莫诺、国际贸易部长尚帕涅举行会谈，共同启动中加经济财金战略对话。汪洋表示，中方愿与加方一道，认真...,加拿大,2017-4-25 23:25,中加共同启动中加经济财金战略对话
如果在当地时间本周六(4月29日)12:01(北京时间4月30日00:01，届时也将是特朗普总统任期满100天)之前无法通过覆盖4月29日-9月30日时间段的支出法案，美国政府将被...,"美国,白宫",2017-4-25 23:09,预算法案临大考 白宫至今在互掐国会断供将难免？
伴随OPEC产油国在是否延长减产协议问题上的暧昧态度，俄罗斯在3月重新取代沙特，成为对中国的最大原油出口国。,"中国,出口,俄罗斯",2017-4-25 23:09,油市“无间道”？俄罗斯重夺对中国出口头把交椅
法国第一轮大选落幕成为黄金暴跌的导火线，不过这一势头可能并没有结束。高盛认为现货黄金走势将继续承压，并将其三个月目前设定在1200美元/盎司。,黄金,2017-4-25 23:07,现货黄金垂死挣扎之际 高盛却又抛出重大利空言论
据Finance Magnates于本周二(4月25日)报道，线上外汇及差价合约经纪商Tickmill在2016年出现收入大幅增长，至1585万美元，是2015年的555万美元的三...,,2017-4-25 23:03,Tickmill2016年收入大幅增长 寻求收购机会
周二(4月25日)欧市盘中，关于日内欧元、英镑、以及瑞郎的走势，且看德国商业银行分析师撰写的技术走势及价位预测报告。,德国,2017-4-25 23:02,德国商业银行：欧元、英镑、瑞郎技术分析及走势预测
【OPEC行将开会商讨减产延长 俄罗斯却在“疯狂”出口？】据报道，OPEC成员国及其他主要产油国石油部长将于5月在维也纳举行会晤，是哪个陶减产协议的延长问题。（FX168）,"出口,俄罗斯",2017-4-25 22:55,OPEC行将开会商讨减产延长 俄罗斯却在“疯狂”出口？
周二(4月25日)欧市盘中，欧元/美元徘徊在上个交易日触及的五个月高位下方。,,2017-4-25 22:51,投行：欧元/美元技术分析以及前景展望
周二(4月25日)欧市盘中，英镑/美元温和走高，整体仍维持在4小时图的短期下降通道内窄幅波动。,,2017-4-25 22:51,技术分析：英镑/美元如果突破这一位置短期可做多
瑞讯银行(Swissquote Bank)分析师于本周二(4月25日)就黄金、白银、原油走势进行了分析预测。,黄金,2017-4-25 22:51,瑞讯银行：黄金、白银、原油技术分析预测
dailyfx网站周二(4月25日)撰文称，原油继续下跌，来到一个月低位。背后的原因不是很明朗，但是整体上看主流看法还是担忧产量的增加。,黄金,2017-4-25 22:49,dailyfx：4.25黄金和原油行情分析
周二(4月25日)，富时100指数延续昨日由法国大选首轮结果激发的涨势。,股市,2017-4-25 22:49,法国大选首轮后金融市场盛宴继续 英股市值一日之间大增380亿英镑
美国企业本周迎来至少10年内最大的财报公布潮，标普500(S&P 500)中逾190家公司都将发布季度报告。,美国,2017-4-25 22:39,投资者请注意美股迎来恐怖财报周
本周四(4月27日)，欧洲央行将公布最新的货币政策决议，随后行长德拉基召开记者会！分析人士指出，情况有了变化，本周欧洲央行可能会上演大变脸。。。,欧洲央行,2017-4-25 22:39,注意了！为什么说欧洲央行可能会上演大变脸
【原油空头回补接近尾声 对冲基金看多情绪减弱】路透专栏撰文称，3月底以来原油市场的空头回补接近尾声，因此对冲基金对原油的看多程度降低。（FX168）,,2017-4-25 22:39,原油空头回补接近尾声 对冲基金看多情绪减弱
欧洲的地缘政治开始降温，高盛(Goldman Sachs)十分看好欧洲股市。,股市,2017-4-25 22:39,高盛：别沉溺美股了 欧股才是王道
4月25日是尼泊尔大地震二周年。来自中国香港的医生同尼泊尔中华医院一道，在尼泊尔首都加德满都博达哈大佛塔地区展开义诊活动。4月25日是尼泊尔大地震二周年。来自中国香港的医生同尼泊尔...,中国,2017-4-25 22:28,尼泊尔大地震两周年 香港医生在尼首都开义诊
依据荷兰“Schiphol Taxi”出租车公司首页的车资试算程序，从史基普机场搭出租车到阿姆斯特丹市中心的万丽饭店(Renaissance Amsterdam Hotel)，车费...,,2017-4-25 22:27,荷兰机场有司机索要高额打车费 抢走乘客相机抵钱
【美国3月新屋销售62.1万户 意外升至8个月新高】美国3月新屋销售62.1万户，预期58.4万户，前值59.2万户修正为58.7万户。,美国,2017-4-25 22:24,美国3月新屋销售62.1万户 意外升至8个月新高
【美国消费者信心有所降温 从16年高点下降】北京时间22:00，美国公布了4月谘商会消费者信心指数。美国消费者信心在4月份降温，从16年高点下降，美国民众对当前和未来经济状况的信心...,美国,2017-4-25 22:11,美国消费者信心有所降温 从16年高点下降
周二，道琼斯指数开盘上涨152.00点，涨幅0.73%，报20915.93点；标普500指数上涨7.90点，涨幅0.33%，报2382.02点；纳斯达克指数上涨21.70点，涨幅0...,上涨,2017-4-25 22:05,周二美股高开 纳斯达克指数历史上首次站上6000点
中新网记者25日从中国—东盟博览会秘书处获悉，6月15日至17日，中国—东盟博览会机电产品展(越南)将在越南河内国际会展中心举办。据介绍，本届越南机电展由中国—东盟博览会秘书处、越...,中国,2017-4-25 21:52,中国—东盟博览会机电产品展6月在越南河内举办
本规定中的香港、澳门服务提供者应分别符合《内地与香港〈关于建立更紧密经贸关系的安排〉服务贸易协议》及《内地与澳门〈关于建立更紧密经贸关系的安排〉服务贸易协议》中关于“服务提供者”定...,飞机,2017-4-25 21:51,交通部：允许外商合资合作投资通用飞机维修项目
“缅甸华人华侨青年精英团”25日走进安徽合肥。来自缅甸中华总商会、缅中交流合作协会和缅甸广东工商总会等侨领和华侨华人青年精英对安徽参与“一带一路”建设进行了考察交流。当日，缅甸华侨...,,2017-4-25 21:50,缅甸青年侨领考察团来皖寻“一带一路”商机
呼铁局基于乌兰察布交通优势和二连浩特重要地位，在乌兰察布市打造了含集、疏、运等物流功能于一体的乌兰察布七苏木中欧班列物流枢纽基地，并积极推进集宁至二连浩特铁路扩能改造工程，实现了中...,,2017-4-25 21:49,内蒙古首次实现中欧班列双向开行
25日，柬埔寨王国计划部与中国国家测绘地理信息局联合国项目管理办公室在柬埔寨金边就中国与柬埔寨国家地理信息产业签署框架协议。双方将共同筹建柬埔寨国家地理空间信息数据库，为柬埔寨的经...,中国,2017-4-25 21:49,中国与柬埔寨国家地理信息产业签署框架协议
记者25日从中国银联获悉，银联国际25日宣布，与新西兰西太平洋银行(Westpac)合作，开通后者旗下所有ATM和近1300家网上商户受理银联卡。至此，新西兰ATM的银联卡受理覆盖...,中国,2017-4-25 21:48,新西兰八成ATM受理银联卡
记者25日从海南检验检疫局获悉，近日该省4批、52.5万尾、货值1530多万元章雄鱼苗出口日本，清澜检验检疫局实施“即检即放”检验检疫模式，助力章雄鱼苗快速通关。章雄鱼苗是海南特色...,出口,2017-4-25 21:46,海南逾52万尾章雄鱼苗出口日本
据日媒报道，日本海上自卫队25日发布消息称，具备弹道导弹防御性能的日美宙斯盾舰当天在日本海实施了联合训练。据悉，双方可能为防备朝鲜发射弹道导弹，确认了探查拦截目标的流程。据政府相关...,,2017-4-25 21:45,日美宙斯盾舰在日本海实施联合训练 探查拦截目标
无所不在、无所不能的俄罗斯黑客“掺和”完美国大选，又瞄上了刚刚杀入法国大选第二轮的领跑者马克龙：据科技媒体the Verge报道，一支和俄罗斯政府相关的黑客组织似乎急于拖慢马克龙竞...,"美国,俄罗斯",2017-4-25 21:35,美国大选“掺和”完 俄罗斯黑客又瞄上了马克龙
【美国2月房屋价格增速继续加快 房地产市场依旧升温】美国2月S&P/CS20座大城市房价指数同比5.85%，增幅创2014年7月份以来最快，预期5.73%，前值5.73%修正为5....,"美国,房价",2017-4-25 21:31,美国2月房屋价格增速继续加快 房地产市场依旧升温
美国房地产网站Trulia数据显示，旧金山湾区是美国最有竞争力的租房市场，一居室公寓的月租金中位数为3320美元，两居室的租金中位数为4430美元，是全美房租中位数的两倍。有分析师...,美国,2017-4-25 20:40,西雅图挖角硅谷技术人才：靠的是什么？
根据一系列已拟定的交易，路易威登将获得Christian Dior Couture，后者生产Lady Dior手袋，定制礼服和男女成衣。Arnault家族还持有公开上市的路易威登4...,,2017-4-25 18:29,LVMH集团要约收购Dior剩余26%股份
也有机构分析认为，2012年希腊大选时，面对希腊退出欧元区的可能，欧元曾大幅下挫6%；一旦法国大选催生一个反欧洲经济货币联盟的新政府，那将几乎会成为绝无仅有的一件大事，一个显而易见...,,2017-4-25 15:34,法国大选对欧洲经济影响几何？
据韩国《亚洲经济》报道，近日，乐天集团会长辛东彬出境禁令被解除，过去半年的时间被束缚住手脚的辛东彬终于有机会掌管海外事业，但涉嫌非法经营与行贿罪的辛东彬几乎每周都要出庭受审。去年7...,韩国,2017-4-25 14:51,韩乐天会长辛东彬出境禁令被解除 将上演夺权大戏
金立群透露，此次来美他与特朗普政府的官员举行了会谈，重点是讨论美国企业和亚投行如何合作来实现共赢。他表示，他与美国金融机构、制造企业和咨询公司也一直就亚投行合作保持接触，他认为美国...,美国,2017-4-25 14:25,金立群说亚投行应成为中美合作平台
澳大利亚总理特恩布尔表示将废除现行457签证，代之以新的签证。未来运营成本或将增加，审批程序复杂化，引发农牧及旅游行业担忧。澳洲农村郊区有大量457签证工人使用需求，签证政策大幅变...,澳洲,2017-4-25 14:02,用工荒加重 技术签证改革引农牧旅游业担忧
评级机构晨星(MorningStar)认为，澳洲经济能否延续上佳表现，一些特大型企业的盈利能否再上新台阶，皆取决于中国对澳洲出口大宗商品的“胃口”大小。受出口驱动，澳洲经济预计会在...,"中国,出口,澳洲",2017-4-25 14:02,澳洲矿企“过于”紧盯中国市场 3家最敏感
在访问期间，彭斯确认，本周四美国总统川普的大规模减税计划细节将要公布，这一计划会给澳大利亚带来“直接的好处”。“一个事实是，更强大的美国经济意味着美国贸易伙伴也有更强健的经济。”他...,"美国,税",2017-4-25 14:01,美副总统彭斯访澳 川普减税计划令澳亦喜亦忧
该公司首席商业执行官施罗德说，Stockland “铁定”要跟亚马逊谈判，看亚马逊是不是要从Stockland租赁铺面做实体店。他还表示，亚马逊将要给澳洲零售业带来“早就该来的”变...,澳洲,2017-4-25 13:58,亚马逊为何令澳洲零售业闻之色变？
上文提到募集资金最多的Fat Prophets 全球逆向基金隶属于金融板块。ACB News《澳华财经在线》报道，按上市时间划分，今年第一季度，澳交所上市的中概股有3支(如上表所示...,,2017-4-25 13:55,澳交所IPO窗口重启 中概股季度回报超前
至此，传统两大党被选民抛弃，右翼共和党候选人菲永和左翼社会党候选人阿蒙均被淘汰，建制已被打破，这意味着法国政治格局将发生重大改变。与英国脱欧和特朗普当选美国总统一样，极右翼女儿勒庞...,"美国,英国,脱欧",2017-4-25 13:46,俩法国政坛“边缘人”胜出 勒庞赢得年轻人了吗？
巴西央行24日发布的最新《焦点调查》报告显示，金融市场分析师预测，巴西今年经济将增长0.43%，通胀率为4.04%。据金融市场分析师预测，今年巴西经济料将增长0.43%，略高于上周...,,2017-4-25 13:40,调查报告称巴西今年经济料增长0.43%
美国媒体24日报道，特朗普政府的税改方案计划将企业所得税税率降至15%，以兑现其竞选承诺。新华社25日消息，《华尔街日报》当天援引一位不具名的美国白宫官员说，特朗普总统要求在税改方...,"美国,税,白宫",2017-4-25 13:00,美媒体称特朗普税改方案拟将企业税降至15%
中国驻美国大使崔天凯24日表示，中美两国的经贸关系多年来取得巨大发展，今后双方应共同努力，以实现更为平衡的双边贸易。崔天凯当天在纽约举行的“2017国际金融与基础设施合作论坛”上说...,"美国,中国",2017-4-25 11:15,崔天凯：中美应携手促进双边经贸关系更平衡发展
英国一家研究机构发布报告称，英国投票脱离欧盟料将打击该国新车需求。该研究称，近500万原计划在未来三年购买或更换车辆的英国人料将购买二手车、选择更便宜的车型或干脆不买车。接近半数(...,"英国,脱欧",2017-4-25 11:09,脱欧或打击英国新车需求
为了帮助困境中的美国生产商，特朗普要求贸易部长研究限制进口钢材的措施。他准备援引国家安全法来对进口产品课以重税或者实行配额进口。这些措施不会伤及中国(只占其进口钢材的2%)，而是主...,"美国,税,中国,进口",2017-4-25 11:05,特朗普准备发动钢材贸易战
值得关注都是，从4月7日至4月24日期间，美国国会都在休假，因此想要在短短几天内达成一致并通过一个新的法案，基本是没有可能的。与此同时，侨外美国移民专家提醒，为了避免国土安全部极为...,美国,2017-4-25 11:03,侨外美国移民谈国会EB-5新草案之“延期和涨价一起来？”
总部设在慕尼黑的德国伊弗经济研究所24日公布的数据显示，继3月份创下2011年7月以来的最高值后，4月份德国商业景气指数进一步上升，升幅高于市场预期。数据显示，4月份德国商业景气指...,德国,2017-4-25 09:59,德国商业景气指数4月继续上升
据外媒25日报道，商业房地产咨询机构仲量联行周一发布报告称，随着银行业越来越转向数字化，预计美国银行业的分支数量在5年内将减少至多20%。该报告指出，银行业正寻找途径削减成本，并鼓...,美国,2017-4-25 08:57,美国银行业5年内或裁减20%分支机构
据外媒25日报道，知情人士报道称，美国总统特朗普告诉助手加快起草将企业税率降至15%的税改计划。据称计划将优先考虑降低税率，而不是避免赤字增加。据外媒消息，美国财长努钦则告诉在白宫...,"美国,税,白宫",2017-4-25 08:48,特朗普或周三公布降税至15%
法国大选4月23日投票，由于两个热门候选人梅朗雄和勒庞均是欧洲怀疑论者，让人对欧盟前景更添疑虑。而稍早，英国首相梅宣布提前举行议会选举，这显然会令人们对英国脱欧的经济代价，有更深刻...,"英国,脱欧",2017-4-25 07:50,英国脱欧经济代价：近乡情怯 远乡情更怯？
根据法国内政部的初步统计结果，在23日举行的法国总统选举首轮投票中，中间派前进运动候选人马克龙和极右翼政党国民阵线候选人勒庞得票领先，两人将进入5月7日的总统选举第二轮投票。,,2017-4-25 07:21,两强争霸法国大选 选民最关心经济问题
一旦马克龙在这次法国大选中最终胜出，他将成为法国历史上最年轻的总统。而他当选的意义，就如同将法国政治这艘大船慢慢驶入一片未知水域一般。,,2017-4-25 07:19,“局外人”马克龙有望问鼎法国总统 搞定议会是挑战
TTIP的达成将造就世界上最大的自贸区，涉及全球40%的经济产出和50%的贸易活动，每年将分别给欧盟和美国经济增加1190亿欧元和950亿欧元产值.,美国,2017-4-25 07:17,特朗普再变脸 TTIP等待重启
“只要重要结果出炉，对金融市场而言都是好消息。”在首轮法国大选开启前，某美股交易员对第一财经记者表示。,,2017-4-25 07:17,“亲欧派”马克龙夺魁 全球市场狂欢
近期，伴随银监会和证监会的监管趋严，“委外赎回潮”的声音不断。过去在低利率、资产荒时期，缺乏交易或管理能力的中小银行往往会委托基金、券商来进行投资。而如今在央行主动去杠杆、将表外理...,美国,2017-4-25 07:16,委外现银行“赎回潮” 当年美国去杠杆时发生了啥
【一季度公募扭亏为盈 货币基金遭巨量赎回】数据显示，截至一季度末，公募基金整体盈利1104.61亿元，其中混合型基金获利414亿元，成为今年首季最赚钱的品种。一季度公募基金整体规模...,,2017-4-25 06:59,一季度公募扭亏为盈 货币基金遭巨量赎回
“历史翻开了新的一页。”法国“前进”运动候选人马克龙在23日法国总统选举首轮投票结果公布后感叹道。在当天的选举中，马克龙和极右翼政党“国民阵线”候选人勒庞得票领先，将进入总统选举第...,,2017-4-25 05:37,法国大选首轮有惊无险 市场风险偏好回暖
深交所服务于“一带一路”战略的跨境资本平台对接步伐正在加快。继上周深交所团队赴印度开展跨境资本平台对接活动之后，昨日，中柬跨境资本服务平台启动仪式暨首场路演对接活动在柬埔寨金边正式...,,2017-4-25 05:37,中柬跨境资本服务平台正式启动
2017年被称为欧洲的“超级选举年”，而这场法国大选被称为“几十年来最难预测结果的大选”。,,2017-4-25 05:19,马克龙、勒庞晋级法总统大选次轮
【两大投行观点惊人相似 预计美联储2017年再加息两次】上周美联储官员轮番发表讲话，内容主要涉及美联储将在2017年再加息两次，以及在2017年年底至2018年年初之间开始缩表。野...,美联储,2017-4-25 05:15,两大投行观点惊人相似 预计美联储2017年再加息两次
昨日，中柬跨境资本服务平台启动仪式暨首场路演对接活动在柬埔寨金边正式举行。活动通过视频连线与深圳分会场实现全程对接。,,2017-4-25 05:13,中柬跨境资本服务平台在柬埔寨金边启动
在法国总统选举首轮投票中，“非左非右”的“前进”运动候选人马克龙和极右翼政党“国民阵线”候选人勒庞得票领先，将进入总统选举第二轮投票。市场人士认为，如果马克龙获胜，法国就能够继续留...,股市,2017-4-25 05:13,法国大选拒绝黑天鹅欧美股市劲升
【英镑兑欧元创1月以来最大日跌幅 欧元触及四个月高位】英镑兑欧元周一(4月24日)录得1月初来最大单日跌幅，因法国总统大选未出现两位反欧盟民族主义候选人在第二轮投票中对决的局面，投...,,2017-4-25 05:00,英镑兑欧元创1月以来最大日跌幅 欧元触及四个月高位
【加拿大本国原油生产商的崛起】艾伯塔省(Alberta)能源部长Marg McCyaug-Boyd表示，近期本国企业一连串油砂田资产收购交易表明了本土企业对油砂田项目未来的信心，据...,加拿大,2017-4-25 04:45,加拿大本国原油生产商的崛起
【瑞士央行行长称必要时不排除干预汇市】瑞士央行行长托马斯·乔丹(Thomas Jordan)24日接受媒体采访时表示，不论是哪位法国总统候选人最终获胜，希望其能够支持自由市场。对于...,,2017-4-25 04:44,瑞士央行行长称必要时不排除干预汇市
据对冲基金研究公司(HFR)发布的最新报告，截至今年第一季度末，全球对冲基金规模已经连续三个季度增长，行业总资产达到3.07万亿美元，创历史新高。,,2017-4-25 04:01,全球对冲基金规模创历史新高
德国慕尼黑经济研究所(IFO)24日发布的数据显示，衡量商业信心的德国4月企业景气判断指数由112.4上升至112.9，创下2011年7月以来最高水平，表明企业高管对德国经济更为乐...,德国,2017-4-25 04:01,德国商业信心创六年新高
【美元指数小幅上扬 欧元兑美元大涨逾1%】东方财富网25日讯，周一(4月24日)美元指数小幅上扬，承压震荡于98.91-99.27区间，非美货币涨跌不一。在上周末的大选中，马克宏首...,,2017-4-25 04:00,美元指数小幅上扬 欧元兑美元大涨逾1%
【法国“黑天鹅”未至 全球市场风险情绪升温】法国大选第一轮投票在24日亚洲交易时间前落下帷幕，中间派独立候选人马克龙和极右翼候选人玛丽娜·勒庞分别以23.9%和21.7%的支持率进...,,2017-4-25 04:15,法国“黑天鹅”未至 全球市场风险情绪升温
据彭博24日报道，东芝旗下基础设施、能源、存储设备和工业解决方案将被分拆成为单个子公司，以增强各自的自主权。分拆将分阶段实施，第一批变化将于7月份生效，能源系统和核业务将合并。,,2017-4-25 03:52,东芝或于7月分拆业务
【俄罗斯表态加剧市场担忧情绪 油价延续跌势】东方财富网25日讯，国际原油期货价格周一(4月24日)继续走低，因减产协议能否得到延长还存在不确定性，同时俄罗斯表态如果未能延长减产协议...,"油价,俄罗斯",2017-4-25 03:30,俄罗斯表态加剧市场担忧情绪 油价延续跌势
【CFTC：欧元净空仓创一个多月高位】美国商品期货交易委员会(CFTC)最新公布的周度持仓报告显示，截至4月18日当周，对冲基金等大型机构投资者连续第五周增持黄金净多头头寸，其净多...,"黄金,美国",2017-4-25 03:13,CFTC：欧元净空仓创一个多月高位
今年迄今，油价已经暴跌近8%，因美国原油生产持续攀升。,"美国,油价",2017-4-25 03:10,三年前他准确预见到油价崩跌
4月24日，中柬跨境资本服务平台启动仪式暨首场路演对接活动在柬埔寨金边举行。首批参与展示的4个路演项目涉及基础设施建设、园区开发、旅游文化、互联网新媒体等柬埔寨特色行业及创新行业。,,2017-4-25 03:06,中柬跨境资本服务平台启动
【法国大选“黑天鹅”未起飞 金价大幅下挫】东方财富网25日讯，国际黄金期货价格周一(4月24日)大幅下挫，美市盘中最低下探至1265.40美元/盎司，跌幅一度逾10美元，创一个多月...,黄金,2017-4-25 03:00,法国大选“黑天鹅”未起飞 金价大幅下挫
【法国大选第一轮尘埃落定 第二轮马克宏或以64%对36%击败勒庞】据ELABE民调，77%的梅朗雄支持者有望转投马克宏，63%的菲永支持者会转投马克宏，马克宏或以64%对36%击败...,,2017-4-25 02:30,法国大选第一轮尘埃落定 第二轮马克宏或以64%对36%击败勒庞
资讯网站Economies.com在周一称，金价在日内上涨支撑通道内波动。,上涨,2017-4-25 02:21,日内分析：金价获4小时线的随机波动支撑
俄罗斯政府表态，如果OPEC和非OPEC产油国无法就延长减产协议达成一致。,俄罗斯,2017-4-25 02:12,俄罗斯表态若无法延长减产协议
中柬跨境资本服务平台由深交所全资子公司深圳证券信息有限公司与中国银行金边分行合作设立，是为推动跨境投融资项目对接，促进跨境资本形成。深交所下属深圳证券信息有限公司与中国银行柬埔寨金...,中国,2017-4-25 01:55,中柬跨境资本服务平台启动 将促进跨境资本形成
法国内政部23日晚公布的初步统计结果显示，在当天举行的法国总统选举首轮投票中，“非左非右”的“前进”运动候选人埃马纽埃尔·马克龙和极右翼政党“国民阵线”候选人玛丽娜·勒庞得票领先，...,,2017-4-25 01:25,马克龙VS勒庞 法国大选非传统“对决”
因法国大选未出现出人意料的情况，市场风险偏好大增，国际股市周一大涨，日元、黄金等避险资产则纷纷大跌。截至北京时间昨日21:36，法股暂涨4.14%，德股涨3.03%，英股涨1.81...,"黄金,股市",2017-4-25 01:25,法国大选平稳国际股市普涨
审计与咨询公司安永会计师事务所日前发布的一份报告说，今年第一季度，75家英国上市公司发布了盈利预警，比去年第四季度多了两家。,英国,2017-4-25 01:08,英国多家上市公司发布盈利预警
地缘政治风险上升等因素加大了今年国际市场的投资风险，荷兰NN投资伙伴集团(NNIP)人士向记者表示，新兴市场受到的挑战有限，投资相关地区要注重分散风险。,,2017-4-25 01:04,机构：外部不确定性对新兴市场冲击有限 今年新兴市场债市表现可期
法国总统选举首轮投票刚刚结束，胜出的“前进”运动候选人埃马纽埃尔·马克龙和极右翼政党“国民阵线”候选人玛丽娜·勒庞将进入第二轮投票一决高下。,,2017-4-25 01:04,法国大选谁主沉浮
美国白宫行政管理和预算局局长米克·马尔瓦尼23日表示，白宫将于26日公布美国税制改革的具体原则，但税改计划细节可能要到6月才会揭晓。,"美国,税,白宫",2017-4-25 01:04,美国税改计划细节或6月揭晓
23日法国总统选举首轮投票落幕，支持欧洲一体化的马克龙获得最多选票令市场振奋。24日欧元升至5个月来高点，以法国、德国为代表的欧洲股市均大幅上涨。,"股市,上涨,德国",2017-4-25 01:04,法国大选“挺欧”派领先 欧洲金融市场大涨
美国商务部长罗斯23日表示，特朗普政府对重启美欧自贸谈判持开放态度。分析指出，近期美欧对双方的自由贸易谈判均表现出积极态度，但受特朗普政府贸易政策的不确定性、法德大选和英国“脱欧”...,"美国,英国,脱欧",2017-4-25 00:52,美欧对重启自贸谈判态度积极 多重因素影响谈判短期难展开
世界银行行长金墉与亚洲基础设施投资银行行长金立群24日签署谅解备忘录，加强两个机构之间的合作与知识共享。,,2017-4-25 00:52,世行与亚投行签署谅解备忘录加强合作
【美联储卡什卡里：银行监管把“大而不能倒”的问题弄得更糟】美国明尼阿波利斯联邦储备银行行长卡什卡里讲话称，银行监管把“大而不能倒”的问题弄得更糟，大银行“不满”我有关加大资本缓冲的...,"美国,美联储",2017-4-25 00:35,美联储卡什卡里：银行监管把“大而不能倒”的问题弄得更糟
【法国股市大涨逾4% 马克宏在首轮选举中旗开得胜】法国大选中间派候选人马克宏在首轮选举中旗开得胜，卷起股市“风暴”，欧股大幅收涨，其中法国股市飙升逾4%，英国富时100指数收涨2....,"股市,英国",2017-4-25 00:04,法国股市大涨逾4% 马克宏在首轮选举中旗开得胜
全球经济增长并非没有风险。IMF副总裁张涛表示，如果美国加大财政刺激，通胀上升可能加快，美联储加息步伐可能走得更大，这会对新兴市场带来影响。此外，英国脱欧进程也存在不确定性。,"美国,美联储,英国,脱欧",2017-4-25 00:01,IMF和世行年会：全球经济向好但风险不容小觑
【精英正在偷走你的钱 唯一能依赖的唯有黄金】哈佛大学经济学家Ken Rogoff认为全球精英正在使用负利率和通胀来使公众的财富蒸发。（FX168）,黄金,2017-4-25 00:16,精英正在偷走你的钱 唯一能依赖的唯有黄金
根据金边媒体报道，柬埔寨中央银行，柬埔寨国家银行(National Bank of Cambodia)，正在测试一项基于区块链技术的新支付基础设施开发。,,2017-4-24 23:04,柬埔寨中央银行测试区块链支付系统
新加坡金融管理局(MAS)和商务部(CAD)于本周一(4月24日)宣布启动一项政府-行业合作，以加强新加坡在打击洗钱和恐怖主义融资的斗争中的能力。,,2017-4-24 22:57,新加坡商务部与MAS联合行业打击洗钱等金融犯罪
消息人士称，新加坡电信公司(M1)的三大股东已与中国移动和全球私募股权公司等潜在买家接触讨论出售手中股份，这些大股东的股份加总起来达到M1的61%股权。,中国,2017-4-24 22:41,新加坡电信公司三大股东接洽中国移动 商讨收购事宜
"【超级周开始！密切关注这些""围攻""中国的黑天鹅】异常胶着的法国大选首轮投票落下帷幕。中间派候选人马克龙和极右翼候选人勒庞本轮胜出进入下一轮，“黑天鹅”并未飞出，也意味着，这场大选给...",中国,2017-4-24 22:38,超级周开始！密切关注这些“围攻”中国的黑天鹅
法国总统大选“四雄争霸”格局令选举结果充满不确定性，更被称为近几十年来最难预测的选举。不过，首轮投票结果暂未飞出“黑天鹅”。北京时间周一凌晨两点，法国大选投票正式关闭。据海外媒体报...,股市,2017-4-24 17:54,法国大选暂未飞出“黑天鹅”  海外股市涨声一片
日本、韩国及澳大利亚等亚太市场股指涨幅在0.07%至1.23%不等。FXTM富拓中国市场分析师钟越认为，政治立场的稳定性和支持法国留在欧盟让投资者期待马克龙能够带领法国推进经济改革...,"中国,韩国",2017-4-24 14:09,机构：法国大选结果安抚投资者
“在2008年全球金融危机后，以三星和LG为代表的韩国企业利用了韩元对日元贬值的窗口时间，从日本竞争对手那里争到了一定的市场份额。即使汇率早已正常化了，许多日企仍然被诸多问题所困扰...,韩国,2017-4-24 13:56,夏普卖身、东芝巨亏 昔日辉煌的日本电子怎么了?
澳大利亚首域投资有限公司负责固定收益与多资产业务的首席投资官保罗·格里菲思说：“如果勒庞成功上台，质疑欧元的存在，那将引发动荡，对市场的影响可能超过特朗普胜选和英国‘脱欧’。”勒庞...,"股市,英国,脱欧",2017-4-24 13:26,美媒：法国大选进入决赛 欧元区股市拉响“勒庞警报”
【中俄珲春铁路口岸运量稳增 吉林构建对欧运输新通道】吉林珲春出入境检验检疫局24日发布消息称，中俄珲春铁路口岸2017年至今进境货物量已突破100万吨。持续增长的运量，让吉林省开始...,,2017-4-24 12:50,中俄珲春铁路口岸运量稳增 吉林构建对欧运输新通道
中国国家旅游局和尼泊尔中国工商会19日在尼首都加德满都举办以“丝绸之路”为主题的旅游交流会，双方探讨了如何在“一带一路”倡议下更好地促进两国间的旅游合作。尼泊尔文化、旅游和民航部部...,中国,2017-4-24 11:07,中国和尼泊尔探讨“丝绸之路”旅游合作
亚投行行长金立群在同一声明中也表示，签署这份备忘录符合亚投行奉行的新型国际化理念，进一步深化了亚投行与世行的合作关系。他说，双方通过合作有望在亚洲地区取得更多积极成果。去年4月，世...,,2017-4-24 09:44,世行与亚投行签署备忘录加深合作
4:19:57 欧盟委员会主席容克：祝马克宏在法国大选第二轮投票时好运4:21-4:34法国总统候选人马克宏：在第一轮投票中，排名第一法国总统候选人马克宏：除了勒庞外，祝贺所有其他...,,2017-4-24 07:33,帅气马克宏战胜勒庞赢得法国首轮大选 金融市场很疯狂
